EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fightURL,fighter1Url,fighter2Url
UFC 128: Shogun vs Jones ,Ricardo Almeida  vs. Mike Pyle ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Tony Tamburrino 28 - 29.Doug Crosby 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/a8cf22bc7d05c0a1,http://ufcstats.com/fight-details/a8cf22bc7d05c0a1,http://ufcstats.com/fighter-details/91186547a7f3f758,http://ufcstats.com/fighter-details/f5990c11974d8e9c
UFC 128: Shogun vs Jones ,Kurt Pellegrino  vs. Gleison Tibau ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 28 - 29.Tony Tamburrino 29 - 28.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/e595cb4bfc26193b,http://ufcstats.com/fight-details/e595cb4bfc26193b,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,http://ufcstats.com/fighter-details/75e5fec9f72910ef
UFC 128: Shogun vs Jones ,Joseph Benavidez  vs. Ian Loveland ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Romulo Bittencourt 28 - 29.William Mason 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/04193f1fff93ddb1,http://ufcstats.com/fight-details/04193f1fff93ddb1,http://ufcstats.com/fighter-details/80eacd4da0617c57,http://ufcstats.com/fighter-details/eea0274e153256a0
UFC 128: Shogun vs Jones ,Constantinos Philippou  vs. Nick Catone ,L/W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Jon Bilyk 27 - 30.Tony Tamburrino 27 - 30.Vincent Sinclair 27 - 30.,http://ufcstats.com/fight-details/560cec2acc9b0a13,http://ufcstats.com/fight-details/560cec2acc9b0a13,http://ufcstats.com/fighter-details/05560764359161e4,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
UFC 128: Shogun vs Jones ,Erik Koch  vs. Raphael Assuncao ,W/L,Featherweight Bout,KO/TKO ,1,2:32,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/18b31990d1808419,http://ufcstats.com/fight-details/18b31990d1808419,http://ufcstats.com/fighter-details/99bd87a300079ed9,http://ufcstats.com/fighter-details/2f13e4020cea5b38
UFC Live: Sanchez vs Kampmann ,Diego Sanchez  vs. Martin Kampmann ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Sal D'amato 28 - 29.Mattingly William 28 - 29.,http://ufcstats.com/fight-details/42536a8cf2eda678,http://ufcstats.com/fight-details/42536a8cf2eda678,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/8b69839f3555a67b
UFC Live: Sanchez vs Kampmann ,CB Dollaway  vs. Mark Munoz ,L/W,Middleweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/08602f790f09d949,http://ufcstats.com/fight-details/08602f790f09d949,http://ufcstats.com/fighter-details/5d7bdab5e03e3216,http://ufcstats.com/fighter-details/179f1948dc234f1f
UFC Live: Sanchez vs Kampmann ,Alessio Sakara  vs. Chris Weidman ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,George Conley 27 - 30.Sal D'amato 27 - 30.William Mattingly 27 - 30.,http://ufcstats.com/fight-details/4186686dbd9957cd,http://ufcstats.com/fight-details/4186686dbd9957cd,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,http://ufcstats.com/fighter-details/3a8176e15b9887c1
UFC Live: Sanchez vs Kampmann ,Brian Bowles  vs. Damacio Page ,W/L,Bantamweight Bout,Submission ,1,3:30,3 Rnd (5-5-5),Chris Kinman,Guillotine Choke After Drop to GuardTechnical Submission,http://ufcstats.com/fight-details/f06030bf27ebe337,http://ufcstats.com/fight-details/f06030bf27ebe337,http://ufcstats.com/fighter-details/b26d3e3746fb4024,http://ufcstats.com/fighter-details/c96e2ae6021144a1
UFC Live: Sanchez vs Kampmann ,Steve Cantwell  vs. Cyrille Diabate ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,George Conley 27 - 30.Andrew Tomazik 25 - 30.Sal D'amato 26 - 30.,http://ufcstats.com/fight-details/67afd8e69820ffa0,http://ufcstats.com/fight-details/67afd8e69820ffa0,http://ufcstats.com/fighter-details/f1f9e48a0d150757,http://ufcstats.com/fighter-details/43563a32c3f10e95
UFC Live: Sanchez vs Kampmann ,Joe Stevenson  vs. Danny Castillo ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Andrew Tomazik 27 - 30.Sal D'amato 28 - 29.George Conley 28 - 29.,http://ufcstats.com/fight-details/bbbb4c62c35f5390,http://ufcstats.com/fight-details/bbbb4c62c35f5390,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
UFC Live: Sanchez vs Kampmann ,Thiago Tavares  vs. Shane Roller ,L/W,Lightweight Bout,KO/TKO ,2,1:28,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/16b0e962beb6d15e,http://ufcstats.com/fight-details/16b0e962beb6d15e,http://ufcstats.com/fighter-details/8a59d346dc976a10,http://ufcstats.com/fighter-details/75e0d3cc2262b732
UFC Live: Sanchez vs Kampmann ,Takeya Mizugaki  vs. Reuben Duran ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Andrew Tomazik 30 - 27.William Mattingly 27 - 30.Jeff Blatnick 28 - 29.,http://ufcstats.com/fight-details/d59b40be94d5a609,http://ufcstats.com/fight-details/d59b40be94d5a609,http://ufcstats.com/fighter-details/48e093ea1f43a053,http://ufcstats.com/fighter-details/4417980b3e798abf
UFC Live: Sanchez vs Kampmann ,Rob Kimmons  vs. Dongi Yang ,L/W,Middleweight Bout,KO/TKO ,2,4:47,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Back Control ,http://ufcstats.com/fight-details/de2513c984996c8c,http://ufcstats.com/fight-details/de2513c984996c8c,http://ufcstats.com/fighter-details/054defd5420a551f,http://ufcstats.com/fighter-details/aed06011bf62237b
UFC Live: Sanchez vs Kampmann ,David Branch  vs. Rousimar Palhares ,L/W,Middleweight Bout,Submission ,2,1:44,3 Rnd (5-5-5),Mario Yamasaki,Kneebar On Ground ,http://ufcstats.com/fight-details/1fa6d636d283ac84,http://ufcstats.com/fight-details/1fa6d636d283ac84,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75
UFC Live: Sanchez vs Kampmann ,Igor Pokrajac  vs. Todd Brown ,W/L,Light Heavyweight Bout,KO/TKO ,1,5:00,3 Rnd (5-5-5),Chris Kinman,toCorner Stoppage,http://ufcstats.com/fight-details/3ce9e07f51239edd,http://ufcstats.com/fight-details/3ce9e07f51239edd,http://ufcstats.com/fighter-details/53278852bcd91e11,http://ufcstats.com/fighter-details/9b68bf67c5695185
UFC 127: Penn vs Fitch ,BJ Penn  vs. Jon Fitch ,D/D,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 29 - 28.Sal D'amato 28 - 28.Chris Lee 28 - 28.,http://ufcstats.com/fight-details/f825e17e7a1332cd,http://ufcstats.com/fight-details/f825e17e7a1332cd,http://ufcstats.com/fighter-details/73c7cfa551289285,http://ufcstats.com/fighter-details/6f018c039b4d5d80
UFC 127: Penn vs Fitch ,Michael Bisping  vs. Jorge Rivera ,W/L,Middleweight Bout,KO/TKO ,2,1:54,3 Rnd (5-5-5),Marc Goddard,Punches to Head In Clinch ,http://ufcstats.com/fight-details/0f461c4ddf70eff9,http://ufcstats.com/fight-details/0f461c4ddf70eff9,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,http://ufcstats.com/fighter-details/cb46dface0e28a2c
UFC 127: Penn vs Fitch ,George Sotiropoulos  vs. Dennis Siver ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Sal D'amato 28 - 29.Kon Papaioannou 28 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/2dd864ec1a1a4031,http://ufcstats.com/fight-details/2dd864ec1a1a4031,http://ufcstats.com/fighter-details/896c322f56b8be5a,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
UFC 127: Penn vs Fitch ,Brian Ebersole  vs. Chris Lytle ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Chris Lee 27 - 30.Barry Foley 28 - 29.Evan Bzadough 28 - 29.,http://ufcstats.com/fight-details/d5e7fe1f5035505c,http://ufcstats.com/fight-details/d5e7fe1f5035505c,http://ufcstats.com/fighter-details/32ba186f4b0e3267,http://ufcstats.com/fighter-details/91acd6910b802a9e
UFC 127: Penn vs Fitch ,Chris Camozzi  vs. Kyle Noke ,L/W,Middleweight Bout,Submission ,1,1:35,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/76e6177c401f2176,http://ufcstats.com/fight-details/76e6177c401f2176,http://ufcstats.com/fighter-details/6c2030e0a143a94b,http://ufcstats.com/fighter-details/7339d340aa2889cb
UFC 127: Penn vs Fitch ,Ross Pearson  vs. Spencer Fisher ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 27 - 30.Evan Bzadough 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/72372c31dee3cadc,http://ufcstats.com/fight-details/72372c31dee3cadc,http://ufcstats.com/fighter-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
UFC 127: Penn vs Fitch ,Alexander Gustafsson  vs. James Te Huna ,W/L,Light Heavyweight Bout,Submission ,1,4:27,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/fec8b9760d6bb235,http://ufcstats.com/fight-details/fec8b9760d6bb235,http://ufcstats.com/fighter-details/3c6976f8182d9527,http://ufcstats.com/fighter-details/f5431394fb284bb9
UFC 127: Penn vs Fitch ,Nick Ring  vs. Riki Fukuda ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Evan Bzadough 28 - 29.Sal D'amato 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/ae07b35f2797242e,http://ufcstats.com/fight-details/ae07b35f2797242e,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,http://ufcstats.com/fighter-details/7c35f869033901ae
UFC 127: Penn vs Fitch ,Tom Blackledge  vs. Anthony Perosh ,L/W,Light Heavyweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/e4b5f0358ce7bad4,http://ufcstats.com/fight-details/e4b5f0358ce7bad4,http://ufcstats.com/fighter-details/2adb11835acd815b,http://ufcstats.com/fighter-details/4b4753d19489297f
UFC 127: Penn vs Fitch ,Zhang Tiequan  vs. Jason Reinhardt ,W/L,Featherweight Bout,Submission ,1,0:48,3 Rnd (5-5-5),Steve Perceval,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/5b6796a9194d339b,http://ufcstats.com/fight-details/5b6796a9194d339b,http://ufcstats.com/fighter-details/c23e3d4875340d8d,http://ufcstats.com/fighter-details/02500fb9fd79a974
UFC 127: Penn vs Fitch ,Mark Hunt  vs. Chris Tuchscherer ,W/L,Heavyweight Bout,KO/TKO ,2,1:41,3 Rnd (5-5-5),John Sharp,Punch to Head In Clinch ,http://ufcstats.com/fight-details/6ac1478baeddaae8,http://ufcstats.com/fight-details/6ac1478baeddaae8,http://ufcstats.com/fighter-details/eef9b891edbd4604,http://ufcstats.com/fighter-details/df05aa15b2d66f57
UFC 127: Penn vs Fitch ,Maciej Jewtuszko  vs. Curt Warburton ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Bzadough 28 - 29.Sal D'amato 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/062816ff1b591bbb,http://ufcstats.com/fight-details/062816ff1b591bbb,http://ufcstats.com/fighter-details/6b5b9be990774f0e,http://ufcstats.com/fighter-details/2721bb808bb2523c
UFC 126: Silva vs Belfort ,Anderson Silva  vs. Vitor Belfort ,W/L,UFC Middleweight Title Bout,KO/TKO ,1,3:25,5 Rnd (5-5-5-5-5),Mario Yamasaki,Kick to Head At DistanceFront Kick,http://ufcstats.com/fight-details/87c73e2086214b5c,http://ufcstats.com/fight-details/87c73e2086214b5c,http://ufcstats.com/fighter-details/1f454354805b6f75,http://ufcstats.com/fighter-details/0ee783aa00e468f0
UFC 126: Silva vs Belfort ,Forrest Griffin  vs. Rich Franklin ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Doug Crosby 28 - 29.Patricia Morse-Jarman 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/d2246624da1c4e38,http://ufcstats.com/fight-details/d2246624da1c4e38,http://ufcstats.com/fighter-details/fcffee71cff5530e,http://ufcstats.com/fighter-details/d897897060f10a3a
UFC 126: Silva vs Belfort ,Jon Jones  vs. Ryan Bader ,W/L,Light Heavyweight Bout,Submission ,2,4:20,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Half Guard ,http://ufcstats.com/fight-details/65ce293c20bd25e2,http://ufcstats.com/fight-details/65ce293c20bd25e2,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/c0ab242c40decc55
UFC 126: Silva vs Belfort ,Jake Ellenberger  vs. Carlos Eduardo Rocha ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 30 - 27.Junichiro Kamijo 28 - 29.Abe Belardo 28 - 29.,http://ufcstats.com/fight-details/d1cda3a0c148b725,http://ufcstats.com/fight-details/d1cda3a0c148b725,http://ufcstats.com/fighter-details/d81ac739417d7f53,http://ufcstats.com/fighter-details/4f736494fc733095
UFC 126: Silva vs Belfort ,Miguel Torres  vs. Antonio Banuelos ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 27 - 30.Tony Weeks 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3,http://ufcstats.com/fighter-details/33b2f68ef95252e0,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
UFC 126: Silva vs Belfort ,Donald Cerrone  vs. Paul Kelly ,W/L,Lightweight Bout,Submission ,2,3:48,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/6b7033df94818cee,http://ufcstats.com/fight-details/6b7033df94818cee,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/aac5ac38148f0528
UFC 126: Silva vs Belfort ,Chad Mendes  vs. Michihiro Omigawa ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/ae3ab5d1892153ef,http://ufcstats.com/fight-details/ae3ab5d1892153ef,http://ufcstats.com/fighter-details/b5b684eac99ae0a3,http://ufcstats.com/fighter-details/9f842be1a5337be6
UFC 126: Silva vs Belfort ,Norifumi Yamamoto  vs. Demetrious Johnson ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 28 - 29.Abe Belardo 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/20aa994cd23074b9,http://ufcstats.com/fight-details/20aa994cd23074b9,http://ufcstats.com/fighter-details/4834ff149dc9542a,http://ufcstats.com/fighter-details/8a304bfd6bf04a57
UFC 126: Silva vs Belfort ,Paul Taylor  vs. Gabe Ruediger ,W/L,Lightweight Bout,KO/TKO ,2,1:42,3 Rnd (5-5-5),Kim Winslow,Kick to Head In Clinch ,http://ufcstats.com/fight-details/95f136c07f9834be,http://ufcstats.com/fight-details/95f136c07f9834be,http://ufcstats.com/fighter-details/9b74de674c355425,http://ufcstats.com/fighter-details/ccba80d4820ef557
UFC 126: Silva vs Belfort ,Kyle Kingsbury  vs. Ricardo Romero ,W/L,Light Heavyweight Bout,KO/TKO ,1,0:21,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head In Clinch ,http://ufcstats.com/fight-details/c1843fa8f113d321,http://ufcstats.com/fight-details/c1843fa8f113d321,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,http://ufcstats.com/fighter-details/744e098e065cfdbe
UFC 126: Silva vs Belfort ,Mike Pierce  vs. Kenny Robertson ,W/L,Welterweight Bout,KO/TKO ,2,0:29,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/791b8b3a475487e9,http://ufcstats.com/fight-details/791b8b3a475487e9,http://ufcstats.com/fighter-details/236a37d96d476164,http://ufcstats.com/fighter-details/6e0273f9478be71e
UFC Fight Night: Fight for the Troops 2 ,Melvin Guillard  vs. Evan Dunham ,W/L,Lightweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Mario Yamasaki,Knees to Head In Clinch ,http://ufcstats.com/fight-details/6963c65b49e47277,http://ufcstats.com/fight-details/6963c65b49e47277,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
UFC Fight Night: Fight for the Troops 2 ,Matt Mitrione  vs. Tim Hague ,W/L,Heavyweight Bout,KO/TKO ,1,2:59,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/a60ba933a7ea898e,http://ufcstats.com/fight-details/a60ba933a7ea898e,http://ufcstats.com/fighter-details/ba280572acfba13f,http://ufcstats.com/fighter-details/219a254e15d60135
UFC Fight Night: Fight for the Troops 2 ,Mark Hominick  vs. George Roop ,W/L,Featherweight Bout,KO/TKO ,1,1:28,3 Rnd (5-5-5),Don Turnage,Punch to Head At Distance ,http://ufcstats.com/fight-details/9a71dc94152a76ac,http://ufcstats.com/fight-details/9a71dc94152a76ac,http://ufcstats.com/fighter-details/0a97691039c4bbfb,http://ufcstats.com/fighter-details/3c0437fbeda06962
UFC Fight Night: Fight for the Troops 2 ,Pat Barry  vs. Joey Beltran ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Brock Groom 27 - 30.Chris Lee 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/4abf375aa97364f6,http://ufcstats.com/fight-details/4abf375aa97364f6,http://ufcstats.com/fighter-details/658c3465581ae46b,http://ufcstats.com/fighter-details/46baf0f57edfa4df
UFC Fight Night: Fight for the Troops 2 ,Cole Miller  vs. Matt Wiman ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Dan Mathisen 28 - 29.Dave Hagen 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/dc58af0c02a42743,http://ufcstats.com/fight-details/dc58af0c02a42743,http://ufcstats.com/fighter-details/282fa667ff9c51ed,http://ufcstats.com/fighter-details/eb29176b03dfa888
UFC Fight Night: Fight for the Troops 2 ,Cody McKenzie  vs. Yves Edwards ,L/W,Lightweight Bout,Submission ,2,4:33,3 Rnd (5-5-5),Jon Schorle,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/ab8b506dd2277da3,http://ufcstats.com/fight-details/ab8b506dd2277da3,http://ufcstats.com/fighter-details/7be63795363029e8,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
UFC Fight Night: Fight for the Troops 2 ,DaMarques Johnson  vs. Mike Guymon ,W/L,Welterweight Bout,Submission ,1,3:22,3 Rnd (5-5-5),Don Turnage,InjuryBack Injury,http://ufcstats.com/fight-details/a245b4d0a7861fb8,http://ufcstats.com/fight-details/a245b4d0a7861fb8,http://ufcstats.com/fighter-details/322a56923b396b4d,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
UFC Fight Night: Fight for the Troops 2 ,Rani Yahya  vs. Mike Brown ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Dan Mathisen 27 - 30.Brock Groom 28 - 29.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/ba5b23e7ef308883,http://ufcstats.com/fight-details/ba5b23e7ef308883,http://ufcstats.com/fighter-details/94527830000ab715,http://ufcstats.com/fighter-details/e0b74df14f52cd15
UFC Fight Night: Fight for the Troops 2 ,Waylon Lowe  vs. Willamy Freire ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Brock Groom 28 - 29.Chris Lee 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/dbfac95047e7b33a,http://ufcstats.com/fight-details/dbfac95047e7b33a,http://ufcstats.com/fighter-details/28f62d866c59c709,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
UFC Fight Night: Fight for the Troops 2 ,Charlie Brenneman  vs. Amilcar Alves ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jon Schorle,Brock Groom 27 - 30.Chris Lee 27 - 30.Dan Mathisen 27 - 30.,http://ufcstats.com/fight-details/986bc0ce25dac848,http://ufcstats.com/fight-details/986bc0ce25dac848,http://ufcstats.com/fighter-details/98f6da59d765ec94,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc
UFC Fight Night: Fight for the Troops 2 ,Will Campuzano  vs. Chris Cariaso ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Don Turnage,Dave Hagen 28 - 29.Dan Mathisen 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/89cb6801b51f2216,http://ufcstats.com/fight-details/89cb6801b51f2216,http://ufcstats.com/fighter-details/901cddcbfa079097,http://ufcstats.com/fighter-details/b2e3aca4cd363477
UFC 125: Resolution ,Frankie Edgar  vs. Gray Maynard ,D/D,UFC Lightweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Marcos Rosales 46 - 48.Glenn Trowbridge 48 - 46.Patricia Morse-Jarman 47 - 47.,http://ufcstats.com/fight-details/91bb64656e13a1d4,http://ufcstats.com/fight-details/91bb64656e13a1d4,http://ufcstats.com/fighter-details/f2688492b9a525a3,http://ufcstats.com/fighter-details/7d96bc577e5178b2
UFC 125: Resolution ,Chris Leben  vs. Brian Stann ,L/W,Middleweight Bout,KO/TKO ,1,3:37,3 Rnd (5-5-5),Josh Rosenthal,Knee to Head In Clinch ,http://ufcstats.com/fight-details/075be81e3f92c2bf,http://ufcstats.com/fight-details/075be81e3f92c2bf,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
UFC 125: Resolution ,Brandon Vera  vs. Thiago Silva ,NC/NC,Light Heavyweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Failed Drug Test by SilvaJunichiro Kamijo 30 - 26.Glenn Trowbridge 30 - 27.Tony Weeks 30 - 27.,http://ufcstats.com/fight-details/65b4d4be2d04bb34,http://ufcstats.com/fight-details/65b4d4be2d04bb34,http://ufcstats.com/fighter-details/fa315e6c77eee106,http://ufcstats.com/fighter-details/2924886ee9c4c527
UFC 125: Resolution ,Nate Diaz  vs. Dong Hyun Kim ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/de7eec13356baebe,http://ufcstats.com/fight-details/de7eec13356baebe,http://ufcstats.com/fighter-details/8355922d564b152c,http://ufcstats.com/fighter-details/9bcf8603ceb25680
UFC 125: Resolution ,Clay Guida  vs. Takanori Gomi ,W/L,Lightweight Bout,Submission ,2,4:27,3 Rnd (5-5-5),Josh Rosenthal,Guillotine Choke From Bottom Half Guard ,http://ufcstats.com/fight-details/f327f8e59acfab1b,http://ufcstats.com/fight-details/f327f8e59acfab1b,http://ufcstats.com/fighter-details/c47df9303d318c67,http://ufcstats.com/fighter-details/3be081c29bf734d9
UFC 125: Resolution ,Jeremy Stephens  vs. Marcus Davis ,W/L,Lightweight Bout,KO/TKO ,3,2:33,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance ,http://ufcstats.com/fight-details/df42fd9af4740d24,http://ufcstats.com/fight-details/df42fd9af4740d24,http://ufcstats.com/fighter-details/18968f97ad34f15c,http://ufcstats.com/fighter-details/b7d524c77c27389b
UFC 125: Resolution ,Dustin Poirier  vs. Josh Grispi ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/b13e3620949300c5,http://ufcstats.com/fight-details/b13e3620949300c5,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
UFC 125: Resolution ,Phil Baroni  vs. Brad Tavares ,L/W,Middleweight Bout,KO/TKO ,1,4:20,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head In Clinch ,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c,http://ufcstats.com/fighter-details/1652f3213655b935,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
UFC 125: Resolution ,Mike Brown  vs. Diego Nunes ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Glenn Trowbridge 28 - 29.Lester Griffin 29 - 28.Patricia Morse-Jarman 28 - 29.,http://ufcstats.com/fight-details/965989097794b22b,http://ufcstats.com/fight-details/965989097794b22b,http://ufcstats.com/fighter-details/e0b74df14f52cd15,http://ufcstats.com/fighter-details/3a24769a4855040a
UFC 125: Resolution ,Daniel Roberts  vs. Greg Soto ,W/L,Welterweight Bout,Submission ,1,3:45,3 Rnd (5-5-5),Kim Winslow,Kimura From Side Control ,http://ufcstats.com/fight-details/33c8395139de7551,http://ufcstats.com/fight-details/33c8395139de7551,http://ufcstats.com/fighter-details/22edaf53ad59a967,http://ufcstats.com/fighter-details/9c669abd35b2522f
UFC 125: Resolution ,Jacob Volkmann  vs. Antonio McKee ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Tony Weeks 29 - 28.Junichiro Kamijo 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/e7ace0544d5ab596,http://ufcstats.com/fight-details/e7ace0544d5ab596,http://ufcstats.com/fighter-details/6f81b6de2557739a,http://ufcstats.com/fighter-details/3414b50b08a10600
