EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fightURL,fighter1Url,fighter2Url
UFC Fight Night: Dos Anjos vs. Ferguson ,Diego Sanchez  vs. Marcin Held ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 28 - 29.Brian Puccillo 28 - 29.Chris Lee 27 - 29.,http://ufcstats.com/fight-details/c5a8e0098d1024ce,http://ufcstats.com/fight-details/c5a8e0098d1024ce,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/bf43fed8f29e1671
UFC Fight Night: Dos Anjos vs. Ferguson ,Ricardo Lamas  vs. Charles Oliveira ,W/L,Featherweight Bout,Submission ,2,2:13,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/e322eae035f7c00f,http://ufcstats.com/fight-details/e322eae035f7c00f,http://ufcstats.com/fighter-details/3974fa35c917af1d,http://ufcstats.com/fighter-details/07225ba28ae309b6
UFC Fight Night: Dos Anjos vs. Ferguson ,Martin Bravo  vs. Claudio Puelles ,W/L,Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,KO/TKO ,2,1:55,3 Rnd + OT (5-5-5-5),Keith Peterson,Punch to Body In Clinch ,http://ufcstats.com/fight-details/43a941e005a2d463,http://ufcstats.com/fight-details/43a941e005a2d463,http://ufcstats.com/fighter-details/9c44f290f5726d95,http://ufcstats.com/fighter-details/d747eb273a40a920
UFC Fight Night: Dos Anjos vs. Ferguson ,Beneil Dariush  vs. Rashid Magomedov ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/00494c77d2a88f8c,http://ufcstats.com/fight-details/00494c77d2a88f8c,http://ufcstats.com/fighter-details/08af939f41b5a57b,http://ufcstats.com/fighter-details/7ea1f74cef32f906
UFC Fight Night: Dos Anjos vs. Ferguson ,Alexa Grasso  vs. Heather Clark ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 27 - 30.Chris Lee 27 - 30.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/52943c821416dc38,http://ufcstats.com/fight-details/52943c821416dc38,http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
UFC Fight Night: Dos Anjos vs. Ferguson ,Erik Perez  vs. Felipe Arantes ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 28 - 29.Marcos Rosales 29 - 28.Jeff Mullen 28 - 29.,http://ufcstats.com/fight-details/51010081d59b4687,http://ufcstats.com/fight-details/51010081d59b4687,http://ufcstats.com/fighter-details/af62f99eb7606308,http://ufcstats.com/fighter-details/71002dbc1743b9a7
UFC Fight Night: Dos Anjos vs. Ferguson ,Marco Beltran  vs. Joe Soto ,L/W,Catch Weight Bout,Submission ,1,1:37,3 Rnd (5-5-5),Miguel Jimenez,Heel Hook On Ground ,http://ufcstats.com/fight-details/588a39cab19065bc,http://ufcstats.com/fight-details/588a39cab19065bc,http://ufcstats.com/fighter-details/ec71a892fada28c7,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
UFC Fight Night: Dos Anjos vs. Ferguson ,Erick Montano  vs. Max Griffin ,L/W,Welterweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Jerin Valel,Punch to Head At Distance ,http://ufcstats.com/fight-details/23c6a428df1569bc,http://ufcstats.com/fight-details/23c6a428df1569bc,http://ufcstats.com/fighter-details/8163cd7de0342652,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
UFC Fight Night: Dos Anjos vs. Ferguson ,Henry Briones  vs. Douglas Silva de Andrade ,L/W,Bantamweight Bout,KO/TKO ,3,2:33,3 Rnd (5-5-5),Keith Peterson,Spinning Back Fist Head ,http://ufcstats.com/fight-details/29df50b2ea446361,http://ufcstats.com/fight-details/29df50b2ea446361,http://ufcstats.com/fighter-details/01fcef7e3d051722,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
UFC Fight Night: Dos Anjos vs. Ferguson ,Sam Alvey  vs. Alex Nicholson ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Chris Lee 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/2c39797c6574ff29,http://ufcstats.com/fight-details/2c39797c6574ff29,http://ufcstats.com/fighter-details/d156513a19acf856,http://ufcstats.com/fighter-details/2b6d855c6e280fb1
UFC Fight Night: Dos Anjos vs. Ferguson ,Marco Polo Reyes  vs. Jason Novelli ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Mullen 28 - 29.Marcos Rosales 29 - 28.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/c1e039419a671b9e,http://ufcstats.com/fight-details/c1e039419a671b9e,http://ufcstats.com/fighter-details/edd02825c29028fe,http://ufcstats.com/fighter-details/459e4dc69ec669b2
UFC Fight Night: Dos Anjos vs. Ferguson ,Enrique Barzola  vs. Chris Avila ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Miguel Jimenez,Derek Cleary 26 - 30.Sal D'amato 26 - 30.Chris Lee 26 - 30.,http://ufcstats.com/fight-details/4fa26e1e88583ab5,http://ufcstats.com/fight-details/4fa26e1e88583ab5,http://ufcstats.com/fighter-details/be0b310a12eb80b4,http://ufcstats.com/fighter-details/4665cbf36b08193b
UFC 204: Bisping vs. Henderson ,Michael Bisping  vs. Dan Henderson ,W/L,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Andreas Gruner 47 - 48.Jeff Mullen 47 - 48.Andy Roberts 46 - 49.,http://ufcstats.com/fight-details/eaa63c8fb9379426,http://ufcstats.com/fight-details/eaa63c8fb9379426,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,http://ufcstats.com/fighter-details/1ccf4e7caff270df
UFC 204: Bisping vs. Henderson ,Vitor Belfort  vs. Gegard Mousasi ,L/W,Middleweight Bout,KO/TKO ,2,2:43,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Mount ,http://ufcstats.com/fight-details/ebc7ec239faf7b0b,http://ufcstats.com/fight-details/ebc7ec239faf7b0b,http://ufcstats.com/fighter-details/0ee783aa00e468f0,http://ufcstats.com/fighter-details/232c582f29f8f65e
UFC 204: Bisping vs. Henderson ,Ovince Saint Preux  vs. Jimi Manuwa ,L/W,Light Heavyweight Bout,KO/TKO ,2,2:38,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch ,http://ufcstats.com/fight-details/451d7d8c2a6bacb3,http://ufcstats.com/fight-details/451d7d8c2a6bacb3,http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
UFC 204: Bisping vs. Henderson ,Stefan Struve  vs. Daniel Omielanczuk ,W/L,Heavyweight Bout,Submission ,2,1:41,3 Rnd (5-5-5),Kevin Sataki,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/17067cf55726c673,http://ufcstats.com/fight-details/17067cf55726c673,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/470fedbc8563ac47
UFC 204: Bisping vs. Henderson ,Mirsad Bektic  vs. Russell Doane ,W/L,Featherweight Bout,Submission ,1,4:22,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,http://ufcstats.com/fight-details/23253ebb1d86d8b4,http://ufcstats.com/fight-details/23253ebb1d86d8b4,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,http://ufcstats.com/fighter-details/f50d95223751e6ca
UFC 204: Bisping vs. Henderson ,Brad Pickett  vs. Iuri Alcantara ,L/W,Bantamweight Bout,Submission ,1,1:59,3 Rnd (5-5-5),Marc Goddard,Triangle Choke On Ground ,http://ufcstats.com/fight-details/2f9a8807807b80d6,http://ufcstats.com/fight-details/2f9a8807807b80d6,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
UFC 204: Bisping vs. Henderson ,Davey Grant  vs. Damian Stasiak ,L/W,Bantamweight Bout,Submission ,3,2:56,3 Rnd (5-5-5),Kevin Sataki,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/3be121d4f5460893,http://ufcstats.com/fight-details/3be121d4f5460893,http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fighter-details/42a7e90605df3c8a
UFC 204: Bisping vs. Henderson ,Leon Edwards  vs. Albert Tumenov ,W/L,Welterweight Bout,Submission ,3,3:01,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,http://ufcstats.com/fight-details/47dfd70b5780d68a,http://ufcstats.com/fight-details/47dfd70b5780d68a,http://ufcstats.com/fighter-details/f1fac969a1d70b08,http://ufcstats.com/fighter-details/ff6a1f63c254127e
UFC 204: Bisping vs. Henderson ,Lukasz Sajewski  vs. Marc Diakiese ,L/W,Lightweight Bout,KO/TKO ,2,4:40,3 Rnd (5-5-5),Leon Roberts,Punches to Head In Clinch ,http://ufcstats.com/fight-details/8794b5f9a591daf6,http://ufcstats.com/fight-details/8794b5f9a591daf6,http://ufcstats.com/fighter-details/fb41432b622992a9,http://ufcstats.com/fighter-details/32c355b04fc57f3a
UFC 204: Bisping vs. Henderson ,Danny Roberts  vs. Mike Perry ,L/W,Welterweight Bout,KO/TKO ,3,4:40,3 Rnd (5-5-5),Marc Goddard,Knee to Head In Clinch ,http://ufcstats.com/fight-details/85bec51d0bdf511f,http://ufcstats.com/fight-details/85bec51d0bdf511f,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,http://ufcstats.com/fighter-details/f2b6fdb20675b11c
UFC 204: Bisping vs. Henderson ,Leonardo Santos  vs. Adriano Martins ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Jeff Mullen 28 - 29.Maciej Motylewski 29 - 28.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/87b61c1d72232a84,http://ufcstats.com/fight-details/87b61c1d72232a84,http://ufcstats.com/fighter-details/9c65736747ca92ec,http://ufcstats.com/fighter-details/7dcf06c1967801c1
UFC Fight Night: Lineker vs. Dodson ,John Lineker  vs. John Dodson ,W/L,Bantamweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Marcos Rosales 48 - 47.Glenn Trowbridge 47 - 48.Sal D'amato 47 - 48.,http://ufcstats.com/fight-details/8793208907eca67f,http://ufcstats.com/fight-details/8793208907eca67f,http://ufcstats.com/fighter-details/c268b2cfebccf652,http://ufcstats.com/fighter-details/99506df1af6c8b3b
UFC Fight Night: Lineker vs. Dodson ,Will Brooks  vs. Alex Oliveira ,L/W,Lightweight Bout,KO/TKO ,3,3:30,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/3a8cc4cda195d758,http://ufcstats.com/fight-details/3a8cc4cda195d758,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
UFC Fight Night: Lineker vs. Dodson ,Joshua Burkman  vs. Zak Ottow ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 28 - 29.Glenn Trowbridge 29 - 28.Jeff Mullen 28 - 29.,http://ufcstats.com/fight-details/21b361d723fcf3cd,http://ufcstats.com/fight-details/21b361d723fcf3cd,http://ufcstats.com/fighter-details/6da99156486ed6c2,http://ufcstats.com/fighter-details/47cd337b86b1af92
UFC Fight Night: Lineker vs. Dodson ,Louis Smolka  vs. Brandon Moreno ,L/W,Flyweight Bout,Submission ,1,2:23,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/b43dfe6743160a66,http://ufcstats.com/fight-details/b43dfe6743160a66,http://ufcstats.com/fighter-details/d2bc285ead803db0,http://ufcstats.com/fighter-details/792be9a24df82ed6
UFC Fight Night: Lineker vs. Dodson ,Henrique da Silva  vs. Joachim Christensen ,W/L,Light Heavyweight Bout,Submission ,2,4:43,3 Rnd (5-5-5),John McCarthy,Armbar From Back Control ,http://ufcstats.com/fight-details/a27a9b7b8194e8fc,http://ufcstats.com/fight-details/a27a9b7b8194e8fc,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,http://ufcstats.com/fighter-details/2d447cc91bdaa545
UFC Fight Night: Lineker vs. Dodson ,Hacran Dias  vs. Andre Fili ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Dave Hagen 28 - 29.Glenn Trowbridge 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/11b369120409d2aa,http://ufcstats.com/fight-details/11b369120409d2aa,http://ufcstats.com/fighter-details/ed209f6618c82e41,http://ufcstats.com/fighter-details/8fd808923cffff82
UFC Fight Night: Lineker vs. Dodson ,Shamil Abdurakhimov  vs. Walt Harris ,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Marcos Rosales 29 - 28.Dave Hagen 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/412735f3e0b66ea6,http://ufcstats.com/fight-details/412735f3e0b66ea6,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,http://ufcstats.com/fighter-details/03f982ca3735070c
UFC Fight Night: Lineker vs. Dodson ,Keita Nakamura  vs. Elizeu Zaleski dos Santos ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dave Hagen,Rick Campos 28 - 29.Glenn Trowbridge 28 - 29.Jeff Mullen 28 - 29.,http://ufcstats.com/fight-details/958f6e5b79ff8c33,http://ufcstats.com/fight-details/958f6e5b79ff8c33,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,http://ufcstats.com/fighter-details/8adcbd525fab8d9b
UFC Fight Night: Lineker vs. Dodson ,Nate Marquardt  vs. Tamdan McCrory ,W/L,Middleweight Bout,KO/TKO ,2,4:44,3 Rnd (5-5-5),John McCarthy,Kick to Head At Distance ,http://ufcstats.com/fight-details/ba7250ef080d1603,http://ufcstats.com/fight-details/ba7250ef080d1603,http://ufcstats.com/fighter-details/a8e6a69796280f17,http://ufcstats.com/fighter-details/eff47295daf721a6
UFC Fight Night: Lineker vs. Dodson ,Jonathan Wilson  vs. Ion Cutelaba ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Rick Campos 27 - 30.Sal D'amato 27 - 30.Jeff Mullen 27 - 30.,http://ufcstats.com/fight-details/1cca8ba792f1e1d9,http://ufcstats.com/fight-details/1cca8ba792f1e1d9,http://ufcstats.com/fighter-details/cd01f0b768a32475,http://ufcstats.com/fighter-details/cd13728ae1151f46
UFC Fight Night: Lineker vs. Dodson ,Cody East  vs. Curtis Blaydes ,L/W,Heavyweight Bout,KO/TKO ,2,2:02,3 Rnd (5-5-5),Dave Hagen,Elbows to Head On Ground ,http://ufcstats.com/fight-details/4efbd869aa0211d2,http://ufcstats.com/fight-details/4efbd869aa0211d2,http://ufcstats.com/fighter-details/5713c1d2fac539ac,http://ufcstats.com/fighter-details/fa6796c55d6c5440
UFC Fight Night: Lineker vs. Dodson ,Kelly Faszholz  vs. Ketlen Vieira ,L/W,Women's Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen 29 - 28.Rick Campos 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/98e3b4d05ecc36a2,http://ufcstats.com/fight-details/98e3b4d05ecc36a2,http://ufcstats.com/fighter-details/9c42a0de8e012870,http://ufcstats.com/fighter-details/b9706f80d005036c
UFC Fight Night: Cyborg vs. Lansberg ,Cristiane Justino  vs. Lina Lansberg ,W/L,Catch Weight Bout,KO/TKO ,2,2:29,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punches to Head On Ground ,http://ufcstats.com/fight-details/76c5f66afe6ab192,http://ufcstats.com/fight-details/76c5f66afe6ab192,http://ufcstats.com/fighter-details/634bb0de2eb043b4,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
UFC Fight Night: Cyborg vs. Lansberg ,Renan Barao  vs. Phillipe Nover ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 28 - 29.Guilherme Bravo 28 - 29.Joseph Terrell 27 - 30.,http://ufcstats.com/fight-details/50935ae1627fc89b,http://ufcstats.com/fight-details/50935ae1627fc89b,http://ufcstats.com/fighter-details/2c99576fefe53c7c,http://ufcstats.com/fighter-details/64360e618823a8e4
UFC Fight Night: Cyborg vs. Lansberg ,Roy Nelson  vs. Antonio Silva ,W/L,Heavyweight Bout,KO/TKO ,2,4:10,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/5c5ed0416e881faf,http://ufcstats.com/fight-details/5c5ed0416e881faf,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,http://ufcstats.com/fighter-details/8349d55cdecd393a
UFC Fight Night: Cyborg vs. Lansberg ,Francisco Trinaldo  vs. Paul Felder ,W/L,Lightweight Bout,TKO - Doctor's Stoppage ,3,2:25,3 Rnd (5-5-5),Osiris Maia,Facial Cut,http://ufcstats.com/fight-details/845907142e023077,http://ufcstats.com/fight-details/845907142e023077,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,http://ufcstats.com/fighter-details/e5010b1b94ca5755
UFC Fight Night: Cyborg vs. Lansberg ,Thiago Santos  vs. Eric Spicely ,L/W,Middleweight Bout,Submission ,1,2:58,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/66b8f3426f36fdf7,http://ufcstats.com/fight-details/66b8f3426f36fdf7,http://ufcstats.com/fighter-details/dea070ed4a2a8281,http://ufcstats.com/fighter-details/b9664eae2ac75262
UFC Fight Night: Cyborg vs. Lansberg ,Godofredo Pepey  vs. Mike de la Torre ,W/L,Featherweight Bout,Submission ,1,3:03,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,http://ufcstats.com/fight-details/c29b63d6cd2ba413,http://ufcstats.com/fight-details/c29b63d6cd2ba413,http://ufcstats.com/fighter-details/fa37628269132d1a,http://ufcstats.com/fighter-details/1971869b7e054261
UFC Fight Night: Cyborg vs. Lansberg ,Gilbert Burns  vs. Michel Prazeres ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Guilherme Bravo 27 - 30.Hallison Pontes 27 - 30.Joseph Terrell 27 - 30.,http://ufcstats.com/fight-details/6f2a4a2f769eb9e3,http://ufcstats.com/fight-details/6f2a4a2f769eb9e3,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93
UFC Fight Night: Cyborg vs. Lansberg ,Rani Yahya  vs. Michinori Tanaka ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 28 - 29.Marco Borges 28 - 29.Hallison Pontes 28 - 29.,http://ufcstats.com/fight-details/0408a452fb5c3e14,http://ufcstats.com/fight-details/0408a452fb5c3e14,http://ufcstats.com/fighter-details/94527830000ab715,http://ufcstats.com/fighter-details/64788ee44b062ded
UFC Fight Night: Cyborg vs. Lansberg ,Jussier Formiga  vs. Dustin Ortiz ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Joseph Terrell 27 - 30.Sal D'amato 27 - 29.Guilherme Bravo 28 - 29.,http://ufcstats.com/fight-details/39c16381a9722735,http://ufcstats.com/fight-details/39c16381a9722735,http://ufcstats.com/fighter-details/b102c26727306ab6,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
UFC Fight Night: Cyborg vs. Lansberg ,Erick Silva  vs. Luan Chagas ,W/L,Welterweight Bout,Submission ,3,3:57,3 Rnd (5-5-5),Osiris Maia,Rear Naked Choke ,http://ufcstats.com/fight-details/0e9b7e682e0a79f1,http://ufcstats.com/fight-details/0e9b7e682e0a79f1,http://ufcstats.com/fighter-details/5866fc86183a9fb8,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
UFC Fight Night: Cyborg vs. Lansberg ,Alan Patrick  vs. Stevie Ray ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Joseph Terrell 28 - 29.Fabio Alves 28 - 29.Guilherme Bravo 27 - 30.,http://ufcstats.com/fight-details/1afa8d6ae4d8a5b2,http://ufcstats.com/fight-details/1afa8d6ae4d8a5b2,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,http://ufcstats.com/fighter-details/31a13532e724ca2b
UFC Fight Night: Cyborg vs. Lansberg ,Vicente Luque  vs. Hector Urbina ,W/L,Welterweight Bout,KO/TKO ,1,1:00,3 Rnd (5-5-5),Fernando Portella,Punch to Head At Distance ,http://ufcstats.com/fight-details/5948876f1d80c21a,http://ufcstats.com/fight-details/5948876f1d80c21a,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/4b8fb0453a596b8e
UFC Fight Night: Cyborg vs. Lansberg ,Glaico Franca Moreira  vs. Gregor Gillespie ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Guilherme Bravo 27 - 29.Sal D'amato 27 - 29.Fabio Alves 27 - 29.,http://ufcstats.com/fight-details/fae3f395669b7285,http://ufcstats.com/fight-details/fae3f395669b7285,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,http://ufcstats.com/fighter-details/84ff027394f7e470
UFC Fight Night: Poirier vs. Johnson ,Dustin Poirier  vs. Michael Johnson ,L/W,Lightweight Bout,KO/TKO ,1,1:35,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/692241119228cc82,http://ufcstats.com/fight-details/692241119228cc82,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,http://ufcstats.com/fighter-details/511e82663651438d
UFC Fight Night: Poirier vs. Johnson ,Uriah Hall  vs. Derek Brunson ,L/W,Middleweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/f4cdc944e27c2cd2,http://ufcstats.com/fight-details/f4cdc944e27c2cd2,http://ufcstats.com/fighter-details/65578a75fa7900e3,http://ufcstats.com/fighter-details/b1a3e0aca758b322
UFC Fight Night: Poirier vs. Johnson ,Evan Dunham  vs. Ricky Glenn ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Hector Maldonado 27 - 30.Guadalupe Chapa 27 - 30.Adriana Beltran 27 - 30.,http://ufcstats.com/fight-details/0596fc5eba5c1fe0,http://ufcstats.com/fight-details/0596fc5eba5c1fe0,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,http://ufcstats.com/fighter-details/814ff3018127e8fc
UFC Fight Night: Poirier vs. Johnson ,Roan Carneiro  vs. Kenny Robertson ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Marcos Rosales 28 - 29.Hector Maldonado 27 - 30.Guadalupe Chapa 29 - 28.,http://ufcstats.com/fight-details/054f1423ba7c121e,http://ufcstats.com/fight-details/054f1423ba7c121e,http://ufcstats.com/fighter-details/1c86754617d9813a,http://ufcstats.com/fighter-details/6e0273f9478be71e
UFC Fight Night: Poirier vs. Johnson ,Chris Wade  vs. Islam Makhachev ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Hector Maldonado 28 - 29.Guadalupe Chapa 28 - 29.Adriana Beltran 28 - 29.,http://ufcstats.com/fight-details/144b0c1dd6c909f3,http://ufcstats.com/fight-details/144b0c1dd6c909f3,http://ufcstats.com/fighter-details/c8097968da5e5f13,http://ufcstats.com/fighter-details/275aca31f61ba28c
